instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3831,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,196
3832,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0,227
3833,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,200
3834,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,185
3835,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,326
3836,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,601
3837,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,586
3838,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,423
3839,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,331
3840,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,218
3841,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,134
3842,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,89
3843,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,31
3844,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,13
3845,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,10
3846,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,2
3847,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,3
3848,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,26
3849,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,113
3850,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,365
3851,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,486
3852,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,193
3853,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,130
3854,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,143
3855,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,169
3856,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,209
3857,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,159
3858,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,178
3859,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,330
3860,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,569
3861,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,538
3862,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,386
3863,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,297
3864,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,243
3865,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,188
3866,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,110
3867,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,52
3868,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,14
3869,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,9
3870,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,1
3871,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,4
3872,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,21
3873,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,121
3874,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,370
3875,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,498
3876,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0,207
3877,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,135
3878,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0,164
3879,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,211
3880,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,189
3881,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0,178
3882,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0,164
3883,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,312
3884,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,638
3885,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,607
3886,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,416
3887,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,330
3888,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,257
3889,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,175
3890,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0,107
3891,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,47
3892,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0,17
3893,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,5
3894,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4
3895,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,6
3896,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194,25
3897,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,112
3898,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,188
3899,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,388
3900,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,261
3901,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,121
3902,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,150
3903,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,206
3904,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,151
3905,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,153
3906,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,159
3907,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194,294
3908,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,272
3909,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,325
3910,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,327
3911,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,201
3912,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
3913,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,151
3914,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,16
3915,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,24
3916,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,23
3917,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,13
3918,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,6
3919,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,6
3920,2,0,6,5,0,5,1,1,0.54,0.5152,1,0,13
3921,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0,97
3922,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0,250
3923,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0,454
3924,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194,224
3925,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,170
3926,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,181
3927,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,243
3928,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,204
3929,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194,215
3930,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,243
3931,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,355
3932,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194,552
3933,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,450
3934,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,328
3935,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,232
3936,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,208
3937,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,175
3938,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,178
3939,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,104
3940,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,95
3941,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0,53
3942,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,20
3943,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,5
3944,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0,7
3945,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,27
3946,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,57
3947,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,131
3948,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,218
3949,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,244
3950,2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,404
3951,2,0,6,12,0,6,0,1,0.74,0.697,0.66,0.0896,420
3952,2,0,6,13,0,6,0,1,0.76,0.697,0.55,0,327
3953,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,334
3954,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,367
3955,2,0,6,16,0,6,0,2,0.76,0.697,0.52,0.2239,468
3956,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,449
3957,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.194,381
3958,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,326
3959,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,188
3960,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,183
3961,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,161
3962,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0,150
3963,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0,89
3964,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,76
3965,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,72
3966,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,30
3967,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,17
3968,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0,19
3969,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,33
3970,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,71
3971,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,84
3972,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,169
3973,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,244
3974,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,377
3975,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,396
3976,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0,363
3977,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,317
3978,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,362
3979,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0,378
3980,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0,397
3981,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,296
3982,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,311
3983,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.194,232
3984,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,167
3985,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,152
3986,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.194,92
3987,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,26
3988,2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,12
3989,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2
3990,2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0,1
3991,2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,3
3992,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,3
3993,2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,26
3994,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.194,46
3995,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194,221
3996,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,219
3997,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,91
3998,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,94
3999,2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,162
4000,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,179
4001,2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,175
4002,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,205
4003,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,299
4004,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0,565
4005,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,538
4006,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,431
4007,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,316
4008,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,206
4009,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,130
4010,2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,60
4011,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,33
4012,3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,14
4013,3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,6
4014,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,2
4015,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,9
4016,3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,25
4017,3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,115
4018,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0,309
4019,3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,401
4020,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,275
4021,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,161
4022,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,171
4023,3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,189
4024,3,0,6,13,0,2,1,1,0.74,0.697,0.66,0.1642,207
4025,3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,152
4026,3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,170
4027,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,335
4028,3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239,572
4029,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,536
4030,3,0,6,19,0,2,1,2,0.74,0.7121,0.74,0.2239,425
4031,3,0,6,20,0,2,1,3,0.74,0.697,0.7,0.2239,326
4032,3,0,6,21,0,2,1,1,0.72,0.697,0.74,0.194,229
4033,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,109
4034,3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045,64
4035,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,33
4036,3,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.1343,21
4037,3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0,7
4038,3,0,6,3,0,3,1,1,0.66,0.6061,0.78,0.1343,7
4039,3,0,6,4,0,3,1,1,0.64,0.5758,0.83,0,11
4040,3,0,6,5,0,3,1,1,0.64,0.5758,0.89,0,23
4041,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0,122
4042,3,0,6,7,0,3,1,1,0.7,0.6667,0.79,0,311
4043,3,0,6,8,0,3,1,1,0.72,0.697,0.74,0.1045,423
4044,3,0,6,9,0,3,1,1,0.72,0.697,0.79,0.1642,219
4045,3,0,6,10,0,3,1,1,0.74,0.697,0.7,0.2537,135
4046,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,145
4047,3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,188
4048,3,0,6,13,0,3,1,2,0.82,0.7879,0.56,0.2537,147
4049,3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836,145
4050,3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836,146
4051,3,0,6,16,0,3,1,2,0.82,0.803,0.59,0.3284,258
4052,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,529
4053,3,0,6,18,0,3,1,2,0.8,0.7727,0.59,0.2537,513
4054,3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,342
4055,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,282
4056,3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,247
4057,3,0,6,22,0,3,1,2,0.72,0.697,0.79,0.194,148
4058,3,0,6,23,0,3,1,2,0.72,0.697,0.79,0.2239,105
4059,3,0,6,0,0,4,1,1,0.72,0.697,0.79,0.2239,49
4060,3,0,6,1,0,4,1,1,0.72,0.697,0.74,0.2239,31
4061,3,0,6,2,0,4,1,1,0.72,0.697,0.74,0.2239,4
4062,3,0,6,3,0,4,1,2,0.72,0.697,0.74,0.1642,5
4063,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,7
4064,3,0,6,5,0,4,1,1,0.72,0.697,0.74,0.1642,24
4065,3,0,6,6,0,4,1,1,0.72,0.697,0.74,0.1642,100
4066,3,0,6,7,0,4,1,2,0.72,0.697,0.74,0.1343,327
4067,3,0,6,8,0,4,1,2,0.74,0.697,0.7,0.194,432
4068,3,0,6,9,0,4,1,2,0.74,0.697,0.7,0.1343,227
4069,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,127
4070,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,136
4071,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,160
4072,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,186
4073,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,149
4074,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,189
4075,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,275
4076,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,569
4077,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,540
4078,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,400
4079,3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,352
4080,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194,234
4081,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,162
4082,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,105
4083,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,63
4084,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,28
4085,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,14
4086,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,5
4087,3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,9
4088,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,20
4089,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,91
4090,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,268
4091,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,466
4092,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,231
4093,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,145
4094,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,203
4095,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,201
4096,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,221
4097,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,229
4098,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,216
4099,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,327
4100,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,557
4101,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,452
4102,3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,385
4103,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,288
4104,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,233
4105,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0,167
4106,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,172
4107,3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,116
4108,3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,95
4109,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194,59
4110,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,39
4111,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,11
4112,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,14
4113,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,29
4114,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,42
4115,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,112
4116,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,186
4117,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,302
4118,3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0,331
4119,3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,392
4120,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,371
4121,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,383
4122,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0,392
4123,3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,410
4124,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,399
4125,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,307
4126,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,375
4127,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,269
4128,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,202
4129,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,187
4130,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,179
4131,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0,115
4132,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,90
4133,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,87
4134,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,34
4135,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,11
4136,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0,12
4137,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0,20
4138,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0,51
4139,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,107
4140,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,206
4141,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,332
4142,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,346
4143,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,443
4144,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0,442
4145,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,443
4146,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0,403
4147,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,455
4148,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,421
4149,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,382
4150,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,317
4151,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,213
4152,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,183
4153,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0,114
4154,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,78
4155,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,32
4156,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,15
4157,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,6
4158,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,2
4159,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,9
4160,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,22
4161,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,94
4162,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,261
4163,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,447
4164,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0,187
4165,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,150
4166,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0,150
4167,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0,170
4168,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,164
4169,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,158
4170,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0,202
4171,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,275
4172,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,604
4173,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0,591
4174,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,396
4175,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,305
4176,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0,242
4177,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0,145
4178,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0,81
4179,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,30
4180,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0,13
4181,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0,11
4182,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0,2
4183,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0,8
4184,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0,21
4185,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,124
4186,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,347
4187,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,456
4188,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0,246
4189,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,157
4190,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0,167
4191,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,202
4192,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0,189
4193,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,160
